MatchID,Map,Team Name,POI Drop,Banned Legends,Legend Composition,Ban Violation,Kill Points,Placement Points,Total Points,Match Start Time
15705,E-District,TEAM INFERNO,Stadium,alter,"ash, caustic, sparrow",None,0,0,0,"September 08, 2025"
15705,E-District,TEAM INFERNO,Stadium,"alter, caustic","ash, sparrow, wattson",None,10,12,22,"September 08, 2025"
15705,E-District,FALCONS,Heights,"alter, caustic","newcastle, wattson, wraith",None,6,9,15,"September 08, 2025"
15705,E-District,14K RESONANCE,Blossom Drive,"alter, caustic","newcastle, wattson, wraith",None,8,7,15,"September 08, 2025"
15705,E-District,5STAR,Shipyard Arcade,"alter, caustic","ash, catalyst, horizon",None,12,3,15,"September 08, 2025"
15705,E-District,LG,Humbert Labs,"alter, caustic","newcastle, wattson, wraith",None,3,5,8,"September 08, 2025"
15705,E-District,THE DURAGS,Neon Square,"alter, caustic","newcastle, wattson, wraith",None,3,4,7,"September 08, 2025"
15705,E-District,NICE GUYS,Viaduct,"alter, caustic","newcastle, octane, sparrow",None,4,3,7,"September 08, 2025"
15705,E-District,STALLIONS,Electro Dam,"alter, caustic","crypto, wattson, wraith",None,3,2,5,"September 08, 2025"
15705,E-District,ZZ,Energy Bank,"alter, caustic","newcastle, wattson, wraith",None,4,1,5,"September 08, 2025"
15705,E-District,OBLIVION,Vibe Isle,"alter, caustic","newcastle, wattson, wraith",None,2,2,4,"September 08, 2025"
15705,E-District,CIMJ,Galleria,"alter, caustic","crypto, wattson, wraith",None,2,1,3,"September 08, 2025"
15705,E-District,LEGACY KINGDOM,Boardwalk,"alter, caustic","ash, sparrow, wattson",None,2,1,3,"September 08, 2025"
15705,E-District,SENTINELS,Settlement,"alter, caustic","newcastle, wattson, wraith",None,0,2,2,"September 08, 2025"
15705,E-District,THUGGETS,Draft Point,"alter, caustic","ash, newcastle, wattson",None,2,0,2,"September 08, 2025"
15705,E-District,HOTDOG MAFIA,Lotus,"alter, caustic","newcastle, pathfinder, sparrow",None,0,1,1,"September 08, 2025"
15705,E-District,ROC ESPORTS,Canal Plaza,"alter, caustic","newcastle, wattson, wraith",None,0,1,1,"September 08, 2025"
15705,E-District,TEAM LIQUID ALIENWARE,Resort,"alter, caustic","newcastle, wattson, wraith",None,0,0,0,"September 08, 2025"
15705,E-District,TSM,Old Town,"alter, caustic","newcastle, wattson, wraith",None,0,0,0,"September 08, 2025"
15705,E-District,ZONE SPAMMERS,Street Market,"alter, caustic","newcastle, wattson, wraith",None,0,0,0,"September 08, 2025"
15705,E-District,100 THIEVES,City Hall,"alter, caustic","newcastle, wattson, wraith",None,0,0,0,"September 08, 2025"
15705,Worlds Edge,TEAM INFERNO,Geyser,"alter, caustic, wattson","ash, revenant, sparrow",None,9,12,21,"September 08, 2025"
15705,Worlds Edge,OBLIVION,Harvester,"alter, caustic, wattson","newcastle, rampart, wraith",None,7,7,14,"September 08, 2025"
15705,Worlds Edge,FALCONS,Lava Fissure,"alter, caustic, wattson","newcastle, rampart, wraith",None,4,9,13,"September 08, 2025"
15705,Worlds Edge,TEAM LIQUID ALIENWARE,Overlook,"alter, caustic, wattson","catalyst, newcastle, wraith",None,8,5,13,"September 08, 2025"
15705,Worlds Edge,STALLIONS,Staging,"alter, caustic, wattson","newcastle, rampart, wraith",None,3,4,7,"September 08, 2025"
15705,Worlds Edge,100 THIEVES,Skyhook East,"alter, caustic, wattson","newcastle, rampart, wraith",None,4,3,7,"September 08, 2025"
15705,Worlds Edge,LEGACY KINGDOM,Big Maude,"alter, caustic, wattson","catalyst, sparrow, wraith",None,5,2,7,"September 08, 2025"
15705,Worlds Edge,HOTDOG MAFIA,Tree,"alter, caustic, wattson","catalyst, newcastle, wraith",None,3,2,5,"September 08, 2025"
15705,Worlds Edge,CIMJ,Survey Camp,"alter, caustic, wattson","ash, catalyst, crypto",None,4,1,5,"September 08, 2025"
15705,Worlds Edge,NICE GUYS,Stacks,"alter, caustic, wattson","newcastle, sparrow, wraith",None,1,3,4,"September 08, 2025"
15705,Worlds Edge,5STAR,Thermal Station,"alter, caustic, wattson","ash, fuse, sparrow",None,2,2,4,"September 08, 2025"
15705,Worlds Edge,14K RESONANCE,Countdown,"alter, caustic, wattson","catalyst, newcastle, wraith",None,4,0,4,"September 08, 2025"
15705,Worlds Edge,THE DURAGS,Mirage,"alter, caustic, wattson","newcastle, rampart, wraith",None,2,1,3,"September 08, 2025"
15705,Worlds Edge,LG,Launch Site,"alter, caustic, wattson","catalyst, gibraltar, wraith",None,0,1,1,"September 08, 2025"
15705,Worlds Edge,SENTINELS,Lava Syphon,"alter, caustic, wattson","catalyst, newcastle, wraith",None,0,1,1,"September 08, 2025"
15705,Worlds Edge,ZZ,Dome,"alter, caustic, wattson","ash, fuse, sparrow",None,0,1,1,"September 08, 2025"
15705,Worlds Edge,TSM,Skyhook West,"alter, caustic, wattson","fuse, sparrow, wraith",None,1,0,1,"September 08, 2025"
15705,Worlds Edge,THUGGETS,Landslide,"alter, caustic, wattson","ash, newcastle, rampart",None,0,0,0,"September 08, 2025"
15705,Worlds Edge,ZONE SPAMMERS,Monument,"alter, caustic, wattson","catalyst, newcastle, wraith",None,0,0,0,"September 08, 2025"
15705,Worlds Edge,ROC ESPORTS,Climatizer,"alter, caustic, wattson","crypto, newcastle, pathfinder",None,0,0,0,"September 08, 2025"
15705,Worlds Edge,THUGGETS,Landslide,"alter, caustic, wattson, wraith","ash, newcastle, rampart",None,12,12,24,"September 08, 2025"
15705,Worlds Edge,FALCONS,Lava Fissure,"alter, caustic, wattson, wraith","ash, newcastle, rampart",None,8,9,17,"September 08, 2025"
15705,Worlds Edge,ROC ESPORTS,Climatizer,"alter, caustic, wattson, wraith","newcastle, pathfinder, sparrow",None,9,7,16,"September 08, 2025"
15705,Worlds Edge,LG,Launch Site,"alter, caustic, wattson, wraith","ash, catalyst, newcastle",None,9,2,11,"September 08, 2025"
15705,Worlds Edge,14K RESONANCE,Countdown,"alter, caustic, wattson, wraith","ash, newcastle, rampart",None,6,3,9,"September 08, 2025"
15705,Worlds Edge,TEAM INFERNO,Geyser,"alter, caustic, wattson, wraith","ash, rampart, sparrow",None,3,5,8,"September 08, 2025"
15705,Worlds Edge,LEGACY KINGDOM,Big Maude,"alter, caustic, wattson, wraith","ash, catalyst, sparrow",None,4,4,8,"September 08, 2025"
15705,Worlds Edge,SENTINELS,Lava Syphon,"alter, caustic, wattson, wraith","ash, catalyst, newcastle",None,5,1,6,"September 08, 2025"
15705,Worlds Edge,STALLIONS,Staging,"alter, caustic, wattson, wraith","ash, catalyst, newcastle",None,3,2,5,"September 08, 2025"
15705,Worlds Edge,CIMJ,Survey Camp,"alter, caustic, wattson, wraith","ash, catalyst, crypto",None,3,1,4,"September 08, 2025"
15705,Worlds Edge,ZZ,Dome,"alter, caustic, wattson, wraith","ash, fuse, sparrow",None,4,0,4,"September 08, 2025"
15705,Worlds Edge,100 THIEVES,Skyhook East,"alter, caustic, wattson, wraith","ash, newcastle, rampart",None,0,3,3,"September 08, 2025"
15705,Worlds Edge,HOTDOG MAFIA,Tree,"alter, caustic, wattson, wraith","catalyst, newcastle, sparrow",None,1,2,3,"September 08, 2025"
15705,Worlds Edge,TSM,Skyhook West,"alter, caustic, wattson, wraith","ash, fuse, sparrow",None,2,1,3,"September 08, 2025"
15705,Worlds Edge,THE DURAGS,Mirage,"alter, caustic, wattson, wraith","ash, newcastle, rampart",None,1,1,2,"September 08, 2025"
15705,Worlds Edge,5STAR,Thermal Station,"alter, caustic, wattson, wraith","ash, fuse, sparrow",None,0,1,1,"September 08, 2025"
15705,Worlds Edge,ZONE SPAMMERS,Monument,"alter, caustic, wattson, wraith","ash, newcastle, rampart",None,0,0,0,"September 08, 2025"
15705,Worlds Edge,TEAM LIQUID ALIENWARE,Overlook,"alter, caustic, wattson, wraith","ash, newcastle, rampart",None,0,0,0,"September 08, 2025"
15705,Worlds Edge,OBLIVION,Harvester,"alter, caustic, wattson, wraith","ash, newcastle, rampart",None,0,0,0,"September 08, 2025"
15705,Worlds Edge,NICE GUYS,Stacks,"alter, caustic, wattson, wraith","gibraltar, newcastle, sparrow",None,0,0,0,"September 08, 2025"
15705,Worlds Edge,NICE GUYS,Stacks,"alter, caustic, wattson, wraith, ash","gibraltar, newcastle, sparrow",None,10,12,22,"September 08, 2025"
15705,Worlds Edge,LEGACY KINGDOM,Big Maude,"alter, caustic, wattson, wraith, ash","bangalore, catalyst, sparrow",None,6,9,15,"September 08, 2025"
15705,Worlds Edge,ZZ,Dome,"alter, caustic, wattson, wraith, ash","bangalore, fuse, sparrow",None,7,7,14,"September 08, 2025"
15705,Worlds Edge,FALCONS,Lava Fissure,"alter, caustic, wattson, wraith, ash","gibraltar, newcastle, rampart",None,10,4,14,"September 08, 2025"
15705,Worlds Edge,STALLIONS,Staging,"alter, caustic, wattson, wraith, ash","bangalore, newcastle, rampart",None,6,5,11,"September 08, 2025"
15705,Worlds Edge,CIMJ,Survey Camp,"alter, caustic, wattson, wraith, ash","newcastle, pathfinder, rampart",None,8,1,9,"September 08, 2025"
15705,Worlds Edge,TEAM LIQUID ALIENWARE,Overlook,"alter, caustic, wattson, wraith, ash","bangalore, newcastle, rampart",None,5,3,8,"September 08, 2025"
15705,Worlds Edge,OBLIVION,Harvester,"alter, caustic, wattson, wraith, ash","catalyst, gibraltar, newcastle",None,5,3,8,"September 08, 2025"
15705,Worlds Edge,14K RESONANCE,Countdown,"alter, caustic, wattson, wraith, ash","newcastle, pathfinder, rampart",None,1,2,3,"September 08, 2025"
15705,Worlds Edge,THE DURAGS,Mirage,"alter, caustic, wattson, wraith, ash","newcastle, pathfinder, rampart",None,1,2,3,"September 08, 2025"
15705,Worlds Edge,HOTDOG MAFIA,Tree,"alter, caustic, wattson, wraith, ash","newcastle, pathfinder, rampart",None,0,2,2,"September 08, 2025"
15705,Worlds Edge,5STAR,Thermal Station,"alter, caustic, wattson, wraith, ash","bangalore, fuse, sparrow",None,0,1,1,"September 08, 2025"
15705,Worlds Edge,ROC ESPORTS,Climatizer,"alter, caustic, wattson, wraith, ash","newcastle, pathfinder, sparrow",None,0,1,1,"September 08, 2025"
15705,Worlds Edge,TEAM INFERNO,Geyser,"alter, caustic, wattson, wraith, ash","pathfinder, rampart, sparrow",None,0,1,1,"September 08, 2025"
15705,Worlds Edge,THUGGETS,Landslide,"alter, caustic, wattson, wraith, ash","bangalore, newcastle, rampart",None,0,1,1,"September 08, 2025"
15705,Worlds Edge,LG,Launch Site,"alter, caustic, wattson, wraith, ash","catalyst, gibraltar, newcastle",None,1,0,1,"September 08, 2025"
15705,Worlds Edge,TSM,Skyhook West,"alter, caustic, wattson, wraith, ash","newcastle, pathfinder, sparrow",None,1,0,1,"September 08, 2025"
15705,Worlds Edge,SENTINELS,Lava Syphon,"alter, caustic, wattson, wraith, ash","bangalore, catalyst, newcastle",None,0,0,0,"September 08, 2025"
15705,Worlds Edge,100 THIEVES,Skyhook East,"alter, caustic, wattson, wraith, ash","bangalore, newcastle, rampart",None,0,0,0,"September 08, 2025"
15705,Worlds Edge,ZONE SPAMMERS,Monument,"alter, caustic, wattson, wraith, ash","bangalore, newcastle, rampart",None,0,0,0,"September 08, 2025"
15675,Worlds Edge,5STAR,Harvester,,"alter, ash, caustic",None,16,12,28,"September 06, 2025"
15675,Worlds Edge,GAMBLERS JR,Landslide,,"alter, ash, caustic",None,8,5,13,"September 06, 2025"
15675,Worlds Edge,FSC,Stacks,,"alter, ash, caustic",None,2,9,11,"September 06, 2025"
15675,Worlds Edge,STORMTROOPERS,Geyser,,"alter, caustic, gibraltar",None,2,7,9,"September 06, 2025"
15675,Worlds Edge,CORE 3,Skyhook West,,"ash, caustic, crypto",None,6,3,9,"September 06, 2025"
15675,Worlds Edge,MEOWTH,Launch Site,,"alter, caustic, sparrow",None,3,4,7,"September 06, 2025"
15675,Worlds Edge,GREASY BOYZ,Survey Camp,,"catalyst, caustic, wattson",None,4,3,7,"September 06, 2025"
15675,Worlds Edge,KILLER CLOWNS,Skyhook East,,"alter, ash, caustic",None,2,2,4,"September 06, 2025"
15675,Worlds Edge,FCK,Thermal Station,,"ash, fuse, sparrow",None,3,1,4,"September 06, 2025"
15675,Worlds Edge,VLF R2,Fragment,,"alter, bangalore, caustic",None,1,2,3,"September 06, 2025"
15675,Worlds Edge,DQLITOTEDEJAMOS,Big Maude,,"alter, caustic, crypto",None,1,2,3,"September 06, 2025"
15675,Worlds Edge,THE NI HAO NUGGETS,Epicenter,,"alter, caustic, sparrow",None,3,0,3,"September 06, 2025"
15675,Worlds Edge,PHANTOM,Overlook,,"alter, bangalore, sparrow",None,1,1,2,"September 06, 2025"
15675,Worlds Edge,TENACITY,Lava Syphon,,"alter, caustic, gibraltar",None,2,0,2,"September 06, 2025"
15675,Worlds Edge,GENESIS,Tree,,"ash, caustic, crypto",None,0,1,1,"September 06, 2025"
15675,Worlds Edge,CAPIBARAS,Mirage,,"sparrow, wattson, wraith",None,0,1,1,"September 06, 2025"
15675,Worlds Edge,CHAMPURRASKY,Dome,,"ash, bangalore, sparrow",None,0,1,1,"September 06, 2025"
15675,Worlds Edge,FRANGO,Staging,,"alter, bangalore, caustic",None,0,0,0,"September 06, 2025"
15675,Worlds Edge,JHJ,Climatizer,,"caustic, horizon, newcastle",None,0,0,0,"September 06, 2025"
15675,Storm Point,FSC,Cenote Cave,,"alter, ash, caustic",None,10,12,22,"September 06, 2025"
15675,Storm Point,GREASY BOYZ,Checkpoint,,"catalyst, caustic, wattson",None,8,9,17,"September 06, 2025"
15675,Storm Point,KILLER CLOWNS,Launch Pad,,"ash, caustic, sparrow",None,5,7,12,"September 06, 2025"
15675,Storm Point,TENACITY,Trident,,"alter, caustic, gibraltar",None,7,5,12,"September 06, 2025"
15675,Storm Point,VLF R2,Jurassic,,"alter, bangalore, caustic",None,5,4,9,"September 06, 2025"
15675,Storm Point,DQLITOTEDEJAMOS,Stormcatcher,,"alter, caustic, crypto",None,6,3,9,"September 06, 2025"
15675,Storm Point,THE NI HAO NUGGETS,Devastated Coast,,"alter, bangalore, sparrow",None,6,3,9,"September 06, 2025"
15675,Storm Point,GENESIS,Lightning Rod,,"ash, caustic, crypto",None,2,2,4,"September 06, 2025"
15675,Storm Point,CHAMPURRASKY,Ceto Station,,"ash, bangalore, sparrow",None,2,1,3,"September 06, 2025"
15675,Storm Point,FRANGO,Command Center,,"alter, bangalore, caustic",None,0,2,2,"September 06, 2025"
15675,Storm Point,CAPIBARAS,Bean,,"bangalore, sparrow, wattson",None,0,2,2,"September 06, 2025"
15675,Storm Point,PHANTOM,Zeus Station,,"alter, bangalore, sparrow",None,1,1,2,"September 06, 2025"
15675,Storm Point,5STAR,Barometer,,"alter, ash, caustic",None,1,1,2,"September 06, 2025"
15675,Storm Point,FCK,Wall,,"alter, caustic, sparrow",None,1,1,2,"September 06, 2025"
15675,Storm Point,MEOWTH,Cliffside,,"alter, caustic, sparrow",None,0,1,1,"September 06, 2025"
15675,Storm Point,GAMBLERS JR,Mill,,"alter, ash, caustic",None,1,0,1,"September 06, 2025"
15675,Storm Point,STORMTROOPERS,Echo Station,,"alter, caustic, gibraltar",None,0,0,0,"September 06, 2025"
15675,Storm Point,CORE 3,Coastal Camp,,"ash, caustic, crypto",None,0,0,0,"September 06, 2025"
15675,Storm Point,JHJ,Mountain Lift,,"horizon, newcastle",None,0,0,0,"September 06, 2025"
15675,E-District,FSC,Vibe Isle,,"alter, ash, caustic",None,13,12,25,"September 06, 2025"
15675,E-District,TENACITY,Electro Dam,,"alter, caustic, gibraltar",None,9,5,14,"September 06, 2025"
15675,E-District,CORE 3,Boardwalk,,"ash, caustic, crypto",None,2,9,11,"September 06, 2025"
15675,E-District,GAMBLERS JR,City Hall,,"alter, ash, caustic",None,6,4,10,"September 06, 2025"
15675,E-District,STORMTROOPERS,Shipyard Arcade,,"alter, caustic, gibraltar",None,1,7,8,"September 06, 2025"
15675,E-District,5STAR,Street Market,,"alter, bangalore, caustic",None,6,2,8,"September 06, 2025"
15675,E-District,DQLITOTEDEJAMOS,Galleria,,"alter, caustic, crypto",None,5,2,7,"September 06, 2025"
15675,E-District,THE NI HAO NUGGETS,Blossom Drive,,"alter, fuse, sparrow",None,5,2,7,"September 06, 2025"
15675,E-District,GENESIS,Heights,,"ash, caustic, crypto",None,1,3,4,"September 06, 2025"
15675,E-District,FCK,Old Town,,"ash, fuse, sparrow",None,3,1,4,"September 06, 2025"
15675,E-District,PHANTOM,Humbert Labs,,"alter, bangalore, sparrow",None,0,3,3,"September 06, 2025"
15675,E-District,FRANGO,Resort,,"alter, bangalore, crypto",None,2,1,3,"September 06, 2025"
15675,E-District,CAPIBARAS,Settlement,,"alter, sparrow, wattson",None,1,1,2,"September 06, 2025"
15675,E-District,CHAMPURRASKY,Neon Square,,"alter, ash, caustic",None,1,1,2,"September 06, 2025"
15675,E-District,KILLER CLOWNS,Energy Bank,,"alter, caustic, crypto",None,0,1,1,"September 06, 2025"
15675,E-District,GREASY BOYZ,Viaduct,,"caustic, wattson, wraith",None,1,0,1,"September 06, 2025"
15675,E-District,VLF R2,Canal Plaza,,"alter, bangalore, caustic",None,0,0,0,"September 06, 2025"
15675,E-District,MEOWTH,Stadium,,"alter, caustic, sparrow",None,0,0,0,"September 06, 2025"
15675,E-District,JHJ,Draft Point,,"alter, caustic, newcastle",None,0,0,0,"September 06, 2025"
15675,E-District,STORMTROOPERS,Settlement,,"alter, caustic, gibraltar",None,11,12,23,"September 06, 2025"
15675,E-District,FSC,City Hall,,"alter, ash, caustic",None,14,7,21,"September 06, 2025"
15675,E-District,THE NI HAO NUGGETS,Blossom Drive,,"alter, fuse, sparrow",None,10,9,19,"September 06, 2025"
15675,E-District,DQLITOTEDEJAMOS,Lotus,,"alter, caustic, crypto",None,6,4,10,"September 06, 2025"
15675,E-District,PHANTOM,Shipyard Arcade,,"alter, bangalore, sparrow",None,8,2,10,"September 06, 2025"
15675,E-District,KILLER CLOWNS,Resort,,"alter, caustic, crypto",None,1,5,6,"September 06, 2025"
15675,E-District,CAPIBARAS,Energy Bank,,"alter, newcastle, sparrow",None,2,3,5,"September 06, 2025"
15675,E-District,5STAR,Viaduct,,"alter, caustic, wraith",None,4,1,5,"September 06, 2025"
15675,E-District,GREASY BOYZ,Old Town,,"caustic, wattson, wraith",None,1,3,4,"September 06, 2025"
15675,E-District,CORE 3,Canal Plaza,,"ash, caustic, crypto",None,2,2,4,"September 06, 2025"
15675,E-District,FCK,Humbert Labs,,"ash, fuse, sparrow",None,2,2,4,"September 06, 2025"
15675,E-District,VLF R2,Boardwalk,,"alter, bangalore, caustic",None,0,1,1,"September 06, 2025"
15675,E-District,CHAMPURRASKY,Galleria,,"alter, ash, caustic",None,0,1,1,"September 06, 2025"
15675,E-District,MEOWTH,Draft Point,,"alter, caustic, sparrow",None,0,1,1,"September 06, 2025"
15675,E-District,GAMBLERS JR,Neon Square,,"alter, ash, caustic",None,0,1,1,"September 06, 2025"
15675,E-District,FRANGO,Street Market,,"alter, bangalore, crypto",None,1,0,1,"September 06, 2025"
15675,E-District,TENACITY,Stadium,,"alter, caustic, gibraltar",None,0,0,0,"September 06, 2025"
15675,E-District,JHJ,Heights,,"ash, caustic, newcastle",None,0,0,0,"September 06, 2025"
15675,E-District,GENESIS,Vibe Isle,,"ash, caustic, crypto",None,0,0,0,"September 06, 2025"
6257,Storm Point,TBD,Echo Station,,"alter, ash, caustic",None,13,12,25,"September 05, 2025"
6257,Storm Point,GORTHALAXIS,Launch Pad,,"alter, bangalore, caustic",None,11,9,20,"September 05, 2025"
6257,Storm Point,3 LEGS 10 TOES,Pylon,,"alter, bangalore, caustic",None,7,7,14,"September 05, 2025"
6257,Storm Point,DMG TRIALS,Lightning Rod,,"alter, bangalore, sparrow",None,7,3,10,"September 05, 2025"
6257,Storm Point,KRYPTIC,Wall,,"alter, bangalore, caustic",None,5,4,9,"September 05, 2025"
6257,Storm Point,NEANDERTHALS,Jurassic,,"alter, bangalore, caustic",None,4,3,7,"September 05, 2025"
6257,Storm Point,CHAMPURRASKY,Downed Beast,,"ash, bangalore, sparrow",None,6,1,7,"September 05, 2025"
6257,Storm Point,GAMBLERS JR,Coastal Camp,,"alter, ash, caustic",None,1,5,6,"September 05, 2025"
6257,Storm Point,MFI,Barometer,,"alter, caustic, sparrow",None,4,2,6,"September 05, 2025"
6257,Storm Point,STD,Devastated Coast,,"alter, bangalore, caustic",None,3,1,4,"September 05, 2025"
6257,Storm Point,FK,Mill,,"ash, caustic, sparrow",None,1,2,3,"September 05, 2025"
6257,Storm Point,GREASY BOYZ,Ceto Station,,"alter, caustic, sparrow",None,1,2,3,"September 05, 2025"
6257,Storm Point,STICKERS,North Pad,,"alter, bangalore, crypto",None,2,1,3,"September 05, 2025"
6257,Storm Point,KILLER CLOWNS,Zeus Station,,"bangalore, caustic, sparrow",None,2,1,3,"September 05, 2025"
6257,Storm Point,MEOWTH,Stormcatcher,,"alter, bangalore, caustic",None,1,1,2,"September 05, 2025"
6257,Storm Point,VLF R2,Command Center,,"alter, bangalore, caustic",None,1,0,1,"September 05, 2025"
6257,Storm Point,KTW,Mountain Lift,,"ash, conduit, madmaggie",None,0,0,0,"September 05, 2025"
6257,Storm Point,STR8 FLUSH'N,Cenote Cave,,"alter, caustic, gibraltar",None,0,0,0,"September 05, 2025"
6257,Storm Point,GASSED UP ESPORTS,Cliffside,,"ash, bangalore, caustic",None,0,0,0,"September 05, 2025"
6257,Storm Point,MISFIT LEGENDS,Trident,,"alter, caustic, sparrow",None,0,0,0,"September 05, 2025"
6257,Storm Point,MFI,Echo Station,,"alter, caustic, sparrow",None,12,12,24,"September 05, 2025"
6257,Storm Point,STICKERS,Mill,,"alter, bangalore, crypto",None,15,9,24,"September 05, 2025"
6257,Storm Point,VLF R2,Checkpoint,,"alter, bangalore, caustic",None,6,7,13,"September 05, 2025"
6257,Storm Point,KILLER CLOWNS,Cenote Cave,,"bangalore, caustic, sparrow",None,4,4,8,"September 05, 2025"
6257,Storm Point,NEANDERTHALS,Devastated Coast,,"alter, bangalore, caustic",None,6,2,8,"September 05, 2025"
6257,Storm Point,CHAMPURRASKY,Ceto Station,,"ash, bangalore, sparrow",None,6,2,8,"September 05, 2025"
6257,Storm Point,STD,Zeus Station,,"alter, bangalore, caustic",None,2,5,7,"September 05, 2025"
6257,Storm Point,GORTHALAXIS,Stormcatcher,,"alter, bangalore, caustic",None,2,3,5,"September 05, 2025"
6257,Storm Point,GREASY BOYZ,Cliffside,,"alter, caustic, sparrow",None,3,1,4,"September 05, 2025"
6257,Storm Point,3 LEGS 10 TOES,Cascade Falls,,"alter, bangalore, caustic",None,0,3,3,"September 05, 2025"
6257,Storm Point,STR8 FLUSH'N,Wall,,"alter, caustic, gibraltar",None,3,0,3,"September 05, 2025"
6257,Storm Point,FK,Pylon,,"ash, caustic, sparrow",None,0,2,2,"September 05, 2025"
6257,Storm Point,GAMBLERS JR,Coastal Camp,,"alter, ash, caustic",None,0,1,1,"September 05, 2025"
6257,Storm Point,KTW,Bean,,"ash, caustic, conduit",None,0,1,1,"September 05, 2025"
6257,Storm Point,MEOWTH,Lightning Rod,,"caustic, newcastle, valkyrie",None,0,1,1,"September 05, 2025"
6257,Storm Point,KRYPTIC,North Pad,,"alter, bangalore, caustic",None,0,1,1,"September 05, 2025"
